Order ID,Product ID,Location ID,Sales Person ID,Customer ID,Purchase Date,Quantity,Price
AX19768,ENX2079,A105,EMP1016,C1573,2015-03-16,1,1725
AX20847,ENX2019,A128,EMP1016,C1479,2015-03-16,2,800
AX20897,ENX2040,A147,EMP1024,C1429,2015-03-16,1,1889
AX21935,ENX2043,A154,EMP1026,C1065,2015-03-16,2,545
AX11968,ENX2045,A168,EMP1039,C1476,2015-03-17,1,556
AX14353,ENX2010,A138,EMP1019,C1708,2015-03-17,1,1812
AX15178,ENX2063,A159,EMP1006,C1164,2015-03-17,1,1708
AX15809,ENX2027,A123,EMP1017,C1582,2015-03-17,2,2497
AX17788,ENX2016,A151,EMP1002,C1181,2015-03-17,4,1351
AX18744,ENX2002,A126,EMP1004,C1294,2015-03-17,4,847
AX20401,ENX2002,A126,EMP1016,C1644,2015-03-17,1,847
AX20489,ENX2070,A141,EMP1039,C1297,2015-03-17,2,1671
AX20703,ENX2012,A104,EMP1038,C1247,2015-03-17,4,1353
AX23484,ENX2052,A170,EMP1012,C1360,2015-03-17,2,1526
AX24128,ENX2001,A130,EMP1001,C1704,2015-03-17,1,951
AX24528,ENX2035,A153,EMP1021,C1480,2015-03-17,3,458
AX10233,ENX2020,A155,EMP1043,C1387,2015-03-18,3,2005
AX10601,ENX2083,A169,EMP1018,C1275,2015-03-18,3,2141
AX10645,ENX2086,A155,EMP1013,C1101,2015-03-18,1,123
AX11785,ENX2024,A110,EMP1009,C1280,2015-03-18,2,356
AX12259,ENX2053,A161,EMP1017,C1025,2015-03-18,4,596
AX15993,ENX2085,A101,EMP1039,C1067,2015-03-18,2,1862
AX17702,ENX2012,A136,EMP1019,C1517,2015-03-18,3,1353
AX18833,ENX2091,A110,EMP1015,C1657,2015-03-18,3,368
AX20014,ENX2006,A158,EMP1032,C1209,2015-03-18,2,1826
AX20080,ENX2007,A118,EMP1001,C1502,2015-03-18,1,1405
AX20325,ENX2074,A159,EMP1003,C1660,2015-03-18,4,504
AX22004,ENX2028,A133,EMP1016,C1263,2015-03-18,2,2283
AX24553,ENX2047,A163,EMP1014,C1756,2015-03-18,1,290
AX14873,ENX2021,A102,EMP1027,C1433,2015-03-19,3,217
AX16667,ENX2059,A101,EMP1018,C1144,2015-03-19,1,1494
AX16743,ENX2075,A107,EMP1011,C1419,2015-03-19,3,400
AX16796,ENX2017,A114,EMP1006,C1645,2015-03-19,3,35
AX16901,ENX2089,A108,EMP1011,C1079,2015-03-19,1,2294
AX17289,ENX2049,A144,EMP1022,C1383,2015-03-19,1,826
AX18027,ENX2078,A129,EMP1012,C1728,2015-03-19,1,1798
AX18439,ENX2001,A124,EMP1002,C1155,2015-03-19,4,951
AX18945,ENX2096,A170,EMP1004,C1736,2015-03-19,4,1587
AX10809,ENX2058,A162,EMP1004,C1279,2015-03-20,3,2257
AX12823,ENX2075,A150,EMP1029,C1443,2015-03-20,1,400
AX12968,ENX2018,A166,EMP1041,C1061,2015-03-20,1,1972
AX13373,ENX2052,A133,EMP1023,C1141,2015-03-20,1,1526
AX14457,ENX2078,A119,EMP1001,C1327,2015-03-20,4,1798
AX15200,ENX2055,A124,EMP1043,C1112,2015-03-20,1,2495
AX16501,ENX2047,A170,EMP1006,C1567,2015-03-20,2,290
AX17446,ENX2021,A155,EMP1040,C1107,2015-03-20,3,217
AX20830,ENX2068,A135,EMP1026,C1372,2015-03-20,2,1500
AX21630,ENX2048,A115,EMP1009,C1654,2015-03-20,3,502
AX22228,ENX2005,A157,EMP1024,C1203,2015-03-20,1,684
AX12903,ENX2076,A126,EMP1020,C1795,2015-03-21,4,1522
AX13926,ENX2095,A156,EMP1029,C1701,2015-03-21,3,1743
AX14978,ENX2080,A150,EMP1015,C1436,2015-03-21,1,2353
AX15012,ENX2045,A155,EMP1024,C1409,2015-03-21,2,556
AX15854,ENX2039,A138,EMP1002,C1180,2015-03-21,3,817
AX16041,ENX2011,A137,EMP1009,C1189,2015-03-21,4,530
AX16475,ENX2032,A171,EMP1026,C1212,2015-03-21,3,1967
AX17794,ENX2005,A109,EMP1007,C1120,2015-03-21,3,684
AX18827,ENX2062,A100,EMP1037,C1542,2015-03-21,3,2464
AX19039,ENX2036,A132,EMP1044,C1099,2015-03-21,3,1582
AX20859,ENX2072,A139,EMP1029,C1260,2015-03-21,2,1887
AX21014,ENX2014,A121,EMP1033,C1254,2015-03-21,2,1809
AX21669,ENX2055,A141,EMP1036,C1606,2015-03-21,1,2495
AX24443,ENX2023,A121,EMP1012,C1430,2015-03-21,2,818
AX24829,ENX2033,A126,EMP1003,C1332,2015-03-21,1,2182
AX15611,ENX2062,A100,EMP1003,C1563,2015-03-22,4,2464
AX17972,ENX2095,A171,EMP1044,C1454,2015-03-22,1,1743
AX20837,ENX2064,A117,EMP1016,C1056,2015-03-22,2,1414
AX21048,ENX2024,A161,EMP1008,C1327,2015-03-22,4,356
AX22858,ENX2017,A161,EMP1013,C1697,2015-03-22,4,35
AX24652,ENX2016,A139,EMP1025,C1422,2015-03-22,1,1351
AX10487,ENX2091,A143,EMP1015,C1654,2015-03-23,3,368
AX12781,ENX2094,A109,EMP1018,C1113,2015-03-23,1,771
AX13015,ENX2077,A149,EMP1017,C1153,2015-03-23,1,530
AX13837,ENX2072,A149,EMP1013,C1437,2015-03-23,2,1887
AX13849,ENX2000,A115,EMP1017,C1275,2015-03-23,1,2241
AX15077,ENX2026,A147,EMP1022,C1436,2015-03-23,1,947
AX15442,ENX2003,A173,EMP1023,C1129,2015-03-23,4,1783
AX17172,ENX2093,A171,EMP1010,C1301,2015-03-23,2,112
AX17355,ENX2089,A168,EMP1019,C1079,2015-03-23,3,2294
AX18791,ENX2074,A130,EMP1004,C1168,2015-03-23,1,504
AX21643,ENX2088,A151,EMP1003,C1501,2015-03-23,1,603
AX23427,ENX2071,A108,EMP1030,C1334,2015-03-23,3,136
AX24469,ENX2022,A107,EMP1030,C1265,2015-03-23,4,561
AX24637,ENX2044,A122,EMP1017,C1539,2015-03-23,3,886
AX10751,ENX2065,A130,EMP1017,C1487,2015-03-24,1,2396
AX11332,ENX2078,A164,EMP1007,C1191,2015-03-24,1,1798
AX12951,ENX2091,A141,EMP1001,C1043,2015-03-24,2,368
AX13941,ENX2015,A117,EMP1017,C1054,2015-03-24,2,637
AX13954,ENX2006,A173,EMP1034,C1771,2015-03-24,1,1826
AX15211,ENX2065,A116,EMP1035,C1022,2015-03-24,1,2396
AX15849,ENX2078,A147,EMP1006,C1242,2015-03-24,1,1798
AX16629,ENX2067,A113,EMP1035,C1505,2015-03-24,1,1119
AX17158,ENX2061,A120,EMP1038,C1421,2015-03-24,2,913
AX17633,ENX2005,A146,EMP1032,C1507,2015-03-24,1,684
AX18506,ENX2060,A124,EMP1014,C1225,2015-03-24,1,1467
AX21191,ENX2013,A161,EMP1032,C1494,2015-03-24,3,368
AX21387,ENX2058,A109,EMP1031,C1615,2015-03-24,1,2257
AX21516,ENX2032,A170,EMP1017,C1688,2015-03-24,2,1967
AX22457,ENX2096,A125,EMP1013,C1687,2015-03-24,1,1587
AX23983,ENX2018,A113,EMP1041,C1118,2015-03-24,3,1972
AX24264,ENX2015,A169,EMP1020,C1325,2015-03-24,2,637
AX13140,ENX2055,A118,EMP1008,C1678,2015-03-25,4,2495
AX14707,ENX2001,A125,EMP1043,C1235,2015-03-25,1,951
AX15109,ENX2066,A114,EMP1043,C1759,2015-03-25,1,2091
AX18667,ENX2020,A108,EMP1016,C1525,2015-03-25,1,2005
AX20935,ENX2000,A150,EMP1005,C1177,2015-03-25,1,2241
AX21525,ENX2053,A148,EMP1005,C1420,2015-03-25,2,596
AX22419,ENX2067,A117,EMP1024,C1104,2015-03-25,4,1119
AX10954,ENX2077,A119,EMP1012,C1350,2015-03-26,1,530
AX11057,ENX2005,A122,EMP1043,C1476,2015-03-26,4,684
AX11659,ENX2033,A101,EMP1003,C1506,2015-03-26,3,2182
AX14685,ENX2058,A117,EMP1020,C1652,2015-03-26,2,2257
AX14687,ENX2048,A159,EMP1024,C1579,2015-03-26,1,502
AX15900,ENX2088,A127,EMP1011,C1503,2015-03-26,1,603
AX16075,ENX2066,A148,EMP1000,C1346,2015-03-26,2,2091
AX16898,ENX2042,A116,EMP1013,C1565,2015-03-26,2,203
AX17292,ENX2085,A112,EMP1030,C1050,2015-03-26,3,1862
AX17598,ENX2017,A101,EMP1011,C1795,2015-03-26,1,35
AX18769,ENX2045,A123,EMP1001,C1524,2015-03-26,3,556
AX18796,ENX2088,A162,EMP1044,C1338,2015-03-26,4,603
AX19147,ENX2021,A141,EMP1028,C1191,2015-03-26,1,217
AX19534,ENX2052,A107,EMP1042,C1290,2015-03-26,1,1526
AX22393,ENX2083,A137,EMP1001,C1128,2015-03-26,1,2141
AX22780,ENX2096,A160,EMP1027,C1429,2015-03-26,1,1587
AX24085,ENX2059,A165,EMP1017,C1435,2015-03-26,2,1494
AX12992,ENX2009,A154,EMP1017,C1313,2015-03-27,3,584
AX15760,ENX2071,A104,EMP1033,C1289,2015-03-27,1,136
AX17352,ENX2020,A132,EMP1015,C1514,2015-03-27,3,2005
AX18638,ENX2024,A163,EMP1036,C1123,2015-03-27,3,356
AX19700,ENX2018,A144,EMP1031,C1584,2015-03-27,2,1972
AX19992,ENX2027,A125,EMP1014,C1364,2015-03-27,2,2497
AX20839,ENX2074,A142,EMP1041,C1719,2015-03-27,2,504
AX20978,ENX2075,A156,EMP1021,C1427,2015-03-27,2,400
AX21731,ENX2065,A127,EMP1002,C1117,2015-03-27,1,2396
AX22637,ENX2041,A153,EMP1015,C1775,2015-03-27,3,1380
AX10202,ENX2041,A107,EMP1032,C1663,2015-03-28,1,1380
AX10498,ENX2061,A166,EMP1043,C1647,2015-03-28,1,913
AX10553,ENX2065,A155,EMP1036,C1695,2015-03-28,1,2396
AX10929,ENX2089,A103,EMP1038,C1101,2015-03-28,1,2294
AX11576,ENX2071,A117,EMP1013,C1745,2015-03-28,1,136
AX14119,ENX2099,A169,EMP1003,C1162,2015-03-28,2,1367
AX19946,ENX2070,A100,EMP1005,C1800,2015-03-28,1,1671
AX20448,ENX2025,A152,EMP1003,C1771,2015-03-28,1,667
AX22064,ENX2039,A134,EMP1013,C1636,2015-03-28,4,817
AX22345,ENX2045,A132,EMP1032,C1341,2015-03-28,2,556
AX23470,ENX2040,A163,EMP1027,C1440,2015-03-28,3,1889
AX24358,ENX2098,A133,EMP1032,C1399,2015-03-28,4,1178
AX10068,ENX2058,A107,EMP1012,C1767,2015-03-29,1,2257
AX10242,ENX2017,A171,EMP1003,C1731,2015-03-29,1,35
AX10319,ENX2016,A158,EMP1016,C1094,2015-03-29,1,1351
AX13211,ENX2095,A139,EMP1035,C1614,2015-03-29,2,1743
AX14186,ENX2099,A146,EMP1017,C1579,2015-03-29,2,1367
AX16544,ENX2001,A148,EMP1026,C1521,2015-03-29,1,951
AX16570,ENX2100,A152,EMP1028,C1796,2015-03-29,1,799
AX21702,ENX2045,A106,EMP1010,C1036,2015-03-29,4,556
AX22112,ENX2073,A141,EMP1040,C1219,2015-03-29,1,95
AX24657,ENX2053,A139,EMP1040,C1389,2015-03-29,1,596
AX10278,ENX2054,A160,EMP1023,C1620,2015-03-30,1,127
AX10305,ENX2080,A114,EMP1042,C1095,2015-03-30,3,2353
AX10552,ENX2095,A121,EMP1002,C1466,2015-03-30,1,1743
AX13546,ENX2054,A166,EMP1010,C1143,2015-03-30,2,127
AX13640,ENX2073,A135,EMP1015,C1014,2015-03-30,4,95
AX14387,ENX2073,A172,EMP1023,C1759,2015-03-30,4,95
AX15580,ENX2092,A171,EMP1021,C1451,2015-03-30,3,1639
AX16325,ENX2039,A111,EMP1036,C1020,2015-03-30,4,817
AX16431,ENX2020,A138,EMP1040,C1100,2015-03-30,1,2005
AX17503,ENX2095,A144,EMP1010,C1721,2015-03-30,1,1743
AX17784,ENX2054,A160,EMP1013,C1229,2015-03-30,1,127
AX18504,ENX2015,A171,EMP1042,C1068,2015-03-30,1,637
AX20315,ENX2033,A161,EMP1033,C1751,2015-03-30,1,2182
AX21758,ENX2015,A115,EMP1021,C1447,2015-03-30,1,637
AX21850,ENX2084,A126,EMP1022,C1472,2015-03-30,2,1783
AX21930,ENX2037,A153,EMP1026,C1434,2015-03-30,1,880
AX21960,ENX2051,A128,EMP1033,C1525,2015-03-30,1,1077
AX22186,ENX2015,A115,EMP1001,C1288,2015-03-30,3,637
AX22233,ENX2036,A142,EMP1036,C1335,2015-03-30,3,1582
AX12384,ENX2094,A114,EMP1003,C1539,2015-03-31,1,771
AX13105,ENX2074,A100,EMP1041,C1101,2015-03-31,1,504
AX14301,ENX2081,A101,EMP1003,C1266,2015-03-31,1,1566
AX16959,ENX2067,A136,EMP1009,C1465,2015-03-31,1,1119
AX18992,ENX2074,A118,EMP1012,C1048,2015-03-31,1,504
AX20642,ENX2011,A121,EMP1007,C1099,2015-03-31,1,530
AX20842,ENX2067,A121,EMP1009,C1592,2015-03-31,1,1119
AX21039,ENX2037,A144,EMP1017,C1607,2015-03-31,1,880
AX22554,ENX2042,A161,EMP1009,C1654,2015-03-31,1,203
AX22887,ENX2074,A171,EMP1033,C1468,2015-03-31,4,504
AX10818,ENX2049,A156,EMP1007,C1183,2015-04-01,1,826
AX11170,ENX2023,A105,EMP1040,C1028,2015-04-01,1,818
AX11315,ENX2055,A157,EMP1007,C1664,2015-04-01,1,2495
AX13449,ENX2001,A149,EMP1023,C1314,2015-04-01,1,951
AX15251,ENX2077,A161,EMP1001,C1621,2015-04-01,1,530
AX15326,ENX2056,A166,EMP1000,C1486,2015-04-01,4,1635
AX15970,ENX2073,A142,EMP1017,C1519,2015-04-01,3,95
AX20808,ENX2031,A172,EMP1029,C1474,2015-04-01,4,1638
AX21908,ENX2018,A109,EMP1030,C1141,2015-04-01,3,1972
AX22896,ENX2052,A166,EMP1036,C1418,2015-04-01,1,1526
AX10918,ENX2046,A151,EMP1007,C1498,2015-04-02,1,2410
AX12633,ENX2035,A110,EMP1030,C1228,2015-04-02,1,458
AX16249,ENX2054,A168,EMP1031,C1368,2015-04-02,1,127
AX17883,ENX2049,A101,EMP1018,C1212,2015-04-02,1,826
AX22978,ENX2029,A137,EMP1002,C1132,2015-04-02,4,1848
AX23394,ENX2039,A100,EMP1001,C1156,2015-04-02,1,817
AX23591,ENX2020,A152,EMP1007,C1195,2015-04-02,2,2005
AX24226,ENX2043,A158,EMP1007,C1636,2015-04-02,4,545
AX10734,ENX2069,A101,EMP1037,C1629,2015-04-03,1,378
AX12670,ENX2093,A112,EMP1031,C1708,2015-04-03,1,112
AX13001,ENX2059,A173,EMP1032,C1114,2015-04-03,4,1494
AX15347,ENX2069,A118,EMP1009,C1028,2015-04-03,4,378
AX16840,ENX2096,A113,EMP1043,C1429,2015-04-03,4,1587
AX17600,ENX2047,A155,EMP1008,C1752,2015-04-03,2,290
AX17695,ENX2072,A114,EMP1029,C1184,2015-04-03,3,1887
AX19045,ENX2054,A171,EMP1037,C1790,2015-04-03,3,127
AX19096,ENX2004,A132,EMP1043,C1099,2015-04-03,2,1278
AX19553,ENX2029,A168,EMP1016,C1246,2015-04-03,3,1848
AX19670,ENX2086,A126,EMP1021,C1515,2015-04-03,3,123
AX20754,ENX2012,A122,EMP1042,C1255,2015-04-03,1,1353
AX20811,ENX2064,A115,EMP1006,C1264,2015-04-03,1,1414
AX20892,ENX2098,A146,EMP1031,C1075,2015-04-03,2,1178
AX23899,ENX2061,A167,EMP1039,C1423,2015-04-03,1,913
AX24382,ENX2012,A173,EMP1017,C1236,2015-04-03,1,1353
AX24914,ENX2049,A140,EMP1007,C1434,2015-04-03,1,826
AX10979,ENX2092,A103,EMP1001,C1339,2015-04-04,2,1639
AX11911,ENX2036,A128,EMP1030,C1650,2015-04-04,3,1582
AX13087,ENX2093,A141,EMP1018,C1229,2015-04-04,1,112
AX14719,ENX2012,A155,EMP1035,C1748,2015-04-04,1,1353
AX15199,ENX2030,A118,EMP1005,C1647,2015-04-04,1,1899
AX15414,ENX2091,A115,EMP1022,C1760,2015-04-04,1,368
AX16737,ENX2017,A134,EMP1002,C1592,2015-04-04,1,35
AX17940,ENX2093,A168,EMP1009,C1588,2015-04-04,2,112
AX18979,ENX2086,A111,EMP1038,C1040,2015-04-04,1,123
AX21177,ENX2083,A151,EMP1035,C1144,2015-04-04,2,2141
AX21846,ENX2043,A126,EMP1037,C1318,2015-04-04,3,545
AX23535,ENX2006,A101,EMP1034,C1755,2015-04-04,2,1826
AX24218,ENX2076,A146,EMP1016,C1623,2015-04-04,3,1522
AX24909,ENX2075,A126,EMP1006,C1542,2015-04-04,1,400
AX24935,ENX2073,A165,EMP1026,C1218,2015-04-04,1,95
AX24965,ENX2008,A136,EMP1040,C1305,2015-04-04,2,315
AX11019,ENX2023,A132,EMP1039,C1445,2015-04-05,3,818
AX14846,ENX2068,A143,EMP1037,C1079,2015-04-05,3,1500
AX14965,ENX2070,A110,EMP1022,C1750,2015-04-05,2,1671
AX15153,ENX2042,A149,EMP1040,C1527,2015-04-05,1,203
AX20872,ENX2094,A123,EMP1000,C1325,2015-04-05,2,771
AX20971,ENX2000,A100,EMP1026,C1767,2015-04-05,2,2241
AX21649,ENX2073,A129,EMP1035,C1600,2015-04-05,3,95
AX22813,ENX2012,A140,EMP1025,C1794,2015-04-05,3,1353
AX23605,ENX2011,A166,EMP1033,C1424,2015-04-05,1,530
AX24488,ENX2008,A129,EMP1009,C1545,2015-04-05,1,315
AX24638,ENX2045,A131,EMP1039,C1211,2015-04-05,3,556
AX24760,ENX2039,A107,EMP1028,C1501,2015-04-05,3,817
AX11106,ENX2063,A150,EMP1008,C1152,2015-04-06,1,1708
AX11255,ENX2098,A173,EMP1013,C1293,2015-04-06,3,1178
AX12114,ENX2048,A133,EMP1013,C1046,2015-04-06,1,502
AX12283,ENX2073,A166,EMP1032,C1016,2015-04-06,1,95
AX14486,ENX2081,A165,EMP1042,C1210,2015-04-06,3,1566
AX19902,ENX2060,A133,EMP1028,C1761,2015-04-06,2,1467
AX22280,ENX2039,A111,EMP1002,C1474,2015-04-06,3,817
AX24664,ENX2076,A152,EMP1005,C1347,2015-04-06,4,1522
AX10396,ENX2044,A116,EMP1018,C1217,2015-04-07,1,886
AX10822,ENX2017,A140,EMP1024,C1270,2015-04-07,1,35
AX11812,ENX2023,A138,EMP1034,C1156,2015-04-07,2,818
AX12031,ENX2006,A166,EMP1027,C1201,2015-04-07,3,1826
AX17000,ENX2015,A162,EMP1013,C1557,2015-04-07,2,637
AX20162,ENX2079,A136,EMP1033,C1751,2015-04-07,1,1725
AX21112,ENX2027,A151,EMP1006,C1043,2015-04-07,3,2497
AX21437,ENX2026,A123,EMP1008,C1488,2015-04-07,2,947
AX22557,ENX2027,A107,EMP1044,C1537,2015-04-07,3,2497
AX22846,ENX2019,A122,EMP1021,C1001,2015-04-07,2,800
AX10105,ENX2025,A146,EMP1015,C1607,2015-04-08,2,667
AX10490,ENX2089,A169,EMP1025,C1595,2015-04-08,1,2294
AX12596,ENX2064,A141,EMP1042,C1366,2015-04-08,1,1414
AX14012,ENX2083,A109,EMP1028,C1020,2015-04-08,1,2141
AX14905,ENX2045,A110,EMP1001,C1136,2015-04-08,3,556
AX15460,ENX2028,A146,EMP1005,C1211,2015-04-08,1,2283
AX15856,ENX2005,A128,EMP1006,C1707,2015-04-08,1,684
AX16589,ENX2020,A108,EMP1027,C1164,2015-04-08,2,2005
AX18584,ENX2042,A127,EMP1015,C1263,2015-04-08,1,203
AX20713,ENX2012,A169,EMP1004,C1742,2015-04-08,4,1353
AX20882,ENX2095,A114,EMP1020,C1053,2015-04-08,1,1743
AX21218,ENX2054,A100,EMP1014,C1593,2015-04-08,3,127
AX21340,ENX2079,A129,EMP1003,C1014,2015-04-08,3,1725
AX22163,ENX2029,A102,EMP1004,C1390,2015-04-08,4,1848
AX22631,ENX2074,A121,EMP1040,C1205,2015-04-08,2,504
AX23061,ENX2058,A106,EMP1013,C1759,2015-04-08,3,2257
AX23874,ENX2082,A161,EMP1008,C1045,2015-04-08,1,1103
AX10431,ENX2002,A113,EMP1007,C1660,2015-04-09,1,847
AX10682,ENX2058,A139,EMP1036,C1330,2015-04-09,1,2257
AX11871,ENX2003,A112,EMP1038,C1049,2015-04-09,1,1783
AX12725,ENX2001,A172,EMP1012,C1339,2015-04-09,3,951
AX14973,ENX2066,A150,EMP1015,C1199,2015-04-09,1,2091
AX17378,ENX2017,A137,EMP1030,C1692,2015-04-09,2,35
AX17434,ENX2066,A155,EMP1027,C1675,2015-04-09,1,2091
AX17613,ENX2086,A150,EMP1020,C1502,2015-04-09,1,123
AX19016,ENX2042,A149,EMP1015,C1566,2015-04-09,1,203
AX19490,ENX2011,A109,EMP1035,C1255,2015-04-09,1,530
AX20320,ENX2025,A161,EMP1023,C1676,2015-04-09,1,667
AX20714,ENX2029,A105,EMP1044,C1471,2015-04-09,1,1848
AX22033,ENX2042,A152,EMP1012,C1607,2015-04-09,3,203
AX22748,ENX2031,A115,EMP1030,C1040,2015-04-09,4,1638
AX13733,ENX2054,A109,EMP1007,C1530,2015-04-10,4,127
AX16043,ENX2012,A101,EMP1025,C1168,2015-04-10,1,1353
AX16252,ENX2013,A111,EMP1033,C1417,2015-04-10,1,368
AX16545,ENX2066,A105,EMP1001,C1025,2015-04-10,1,2091
AX17201,ENX2010,A114,EMP1038,C1152,2015-04-10,1,1812
AX18526,ENX2092,A167,EMP1044,C1680,2015-04-10,1,1639
AX18643,ENX2091,A114,EMP1012,C1667,2015-04-10,1,368
AX19058,ENX2017,A139,EMP1010,C1524,2015-04-10,1,35
AX19685,ENX2028,A130,EMP1009,C1185,2015-04-10,4,2283
AX21211,ENX2054,A144,EMP1024,C1426,2015-04-10,1,127
AX23793,ENX2039,A134,EMP1025,C1598,2015-04-10,1,817
AX11803,ENX2093,A124,EMP1033,C1281,2015-04-11,3,112
AX11890,ENX2031,A134,EMP1033,C1554,2015-04-11,3,1638
AX12888,ENX2075,A130,EMP1029,C1234,2015-04-11,1,400
AX13898,ENX2090,A165,EMP1029,C1561,2015-04-11,1,1338
AX14192,ENX2100,A150,EMP1011,C1023,2015-04-11,1,799
AX14379,ENX2090,A147,EMP1008,C1578,2015-04-11,3,1338
AX14944,ENX2079,A101,EMP1016,C1421,2015-04-11,1,1725
AX16521,ENX2042,A149,EMP1032,C1705,2015-04-11,1,203
AX17776,ENX2009,A133,EMP1035,C1377,2015-04-11,1,584
AX17996,ENX2077,A106,EMP1026,C1632,2015-04-11,3,530
AX19579,ENX2019,A111,EMP1016,C1014,2015-04-11,2,800
AX20534,ENX2000,A167,EMP1044,C1475,2015-04-11,2,2241
AX22240,ENX2026,A168,EMP1021,C1532,2015-04-11,2,947
AX23018,ENX2002,A120,EMP1026,C1261,2015-04-11,3,847
AX23681,ENX2026,A119,EMP1030,C1115,2015-04-11,1,947
AX23726,ENX2030,A137,EMP1022,C1649,2015-04-11,1,1899
AX10426,ENX2088,A147,EMP1032,C1103,2015-04-12,1,603
AX11613,ENX2038,A165,EMP1019,C1356,2015-04-12,1,392
AX11768,ENX2083,A164,EMP1025,C1295,2015-04-12,1,2141
AX11997,ENX2091,A150,EMP1013,C1245,2015-04-12,1,368
AX13348,ENX2085,A170,EMP1021,C1567,2015-04-12,3,1862
AX13924,ENX2017,A142,EMP1018,C1407,2015-04-12,2,35
AX15559,ENX2042,A166,EMP1021,C1304,2015-04-12,4,203
AX16896,ENX2070,A172,EMP1021,C1112,2015-04-12,2,1671
AX17146,ENX2096,A128,EMP1028,C1359,2015-04-12,1,1587
AX21894,ENX2003,A141,EMP1006,C1405,2015-04-12,1,1783
AX10011,ENX2004,A156,EMP1007,C1348,2015-04-13,3,1278
AX11069,ENX2051,A153,EMP1000,C1478,2015-04-13,2,1077
AX11957,ENX2037,A122,EMP1020,C1127,2015-04-13,1,880
AX14482,ENX2019,A172,EMP1023,C1563,2015-04-13,1,800
AX15276,ENX2098,A125,EMP1027,C1344,2015-04-13,3,1178
AX17211,ENX2067,A122,EMP1035,C1542,2015-04-13,1,1119
AX17329,ENX2002,A172,EMP1021,C1030,2015-04-13,2,847
AX20018,ENX2050,A159,EMP1024,C1495,2015-04-13,1,2391
AX23073,ENX2042,A150,EMP1003,C1711,2015-04-13,4,203
AX12806,ENX2092,A157,EMP1035,C1607,2015-04-14,3,1639
AX15232,ENX2029,A137,EMP1000,C1291,2015-04-14,2,1848
AX17256,ENX2016,A122,EMP1033,C1157,2015-04-14,1,1351
AX18313,ENX2099,A112,EMP1010,C1263,2015-04-14,2,1367
AX20404,ENX2055,A173,EMP1017,C1795,2015-04-14,4,2495
AX20828,ENX2019,A126,EMP1006,C1793,2015-04-14,2,800
AX23011,ENX2030,A125,EMP1019,C1629,2015-04-14,3,1899
AX23933,ENX2081,A168,EMP1007,C1217,2015-04-14,1,1566
AX23969,ENX2019,A149,EMP1044,C1183,2015-04-14,1,800
AX24250,ENX2042,A122,EMP1002,C1086,2015-04-14,1,203
AX24753,ENX2049,A149,EMP1002,C1561,2015-04-14,3,826
AX11244,ENX2001,A162,EMP1030,C1536,2015-04-15,1,951
AX11481,ENX2062,A105,EMP1020,C1056,2015-04-15,3,2464
AX12217,ENX2083,A172,EMP1002,C1294,2015-04-15,2,2141
AX12306,ENX2093,A148,EMP1039,C1634,2015-04-15,3,112
AX14299,ENX2023,A163,EMP1012,C1152,2015-04-15,1,818
AX16331,ENX2072,A109,EMP1041,C1147,2015-04-15,1,1887
AX16692,ENX2094,A116,EMP1021,C1790,2015-04-15,1,771
AX16985,ENX2053,A122,EMP1007,C1221,2015-04-15,4,596
AX19249,ENX2080,A128,EMP1036,C1578,2015-04-15,1,2353
AX20908,ENX2070,A110,EMP1032,C1696,2015-04-15,2,1671
AX20926,ENX2090,A133,EMP1026,C1659,2015-04-15,3,1338
AX21341,ENX2021,A147,EMP1034,C1400,2015-04-15,1,217
AX21386,ENX2092,A134,EMP1015,C1127,2015-04-15,1,1639
AX21557,ENX2006,A161,EMP1024,C1660,2015-04-15,1,1826
AX22824,ENX2032,A140,EMP1038,C1285,2015-04-15,1,1967
AX10581,ENX2072,A115,EMP1005,C1530,2015-04-16,3,1887
AX12024,ENX2078,A112,EMP1028,C1268,2015-04-16,2,1798
AX12807,ENX2081,A104,EMP1036,C1572,2015-04-16,4,1566
AX13766,ENX2042,A120,EMP1021,C1673,2015-04-16,1,203
AX13840,ENX2012,A163,EMP1033,C1411,2015-04-16,1,1353
AX14066,ENX2040,A141,EMP1011,C1413,2015-04-16,1,1889
AX16736,ENX2028,A135,EMP1033,C1377,2015-04-16,4,2283
AX16926,ENX2027,A129,EMP1031,C1603,2015-04-16,1,2497
AX16987,ENX2082,A135,EMP1028,C1756,2015-04-16,4,1103
AX17107,ENX2007,A145,EMP1026,C1122,2015-04-16,2,1405
AX17312,ENX2064,A121,EMP1043,C1556,2015-04-16,3,1414
AX17603,ENX2035,A146,EMP1008,C1210,2015-04-16,1,458
AX18462,ENX2097,A130,EMP1005,C1341,2015-04-16,1,1052
AX22250,ENX2045,A122,EMP1032,C1202,2015-04-16,1,556
AX11271,ENX2057,A167,EMP1008,C1463,2015-04-17,2,181
AX14583,ENX2092,A165,EMP1001,C1566,2015-04-17,4,1639
AX16000,ENX2027,A165,EMP1029,C1465,2015-04-17,3,2497
AX16519,ENX2011,A145,EMP1024,C1590,2015-04-17,1,530
AX16962,ENX2089,A137,EMP1026,C1598,2015-04-17,1,2294
AX17354,ENX2006,A106,EMP1041,C1674,2015-04-17,1,1826
AX17773,ENX2096,A149,EMP1014,C1544,2015-04-17,2,1587
AX20817,ENX2015,A137,EMP1000,C1562,2015-04-17,1,637
